id,sentnce,label
na_199,"In Windows 8.1 : - The CameraCaptureUI was shown in full screen - You could take a picture by clicking anywhere on the screen In Windows 10 : - The CameraCaptureUI is shown in a very small window - You have to click on a small button to take a photo How to you intend your Surface Pro users to keep the Surface steady with one hand, while taking a look at the small preview and clicking on a small button with the other hand?",0
na_200,"Can youï¿__ï¿___ more""",0
na_201,"Here is a simple example that I really have a hard time understanding.The name of our software is """"""""J&L Financial Planner.""""""""""",0
na_202,"It shows up in the store as """"JL Planner.""""",0
na_203,"The description has the words """"planner"""", """"Financial Planner"""" and most term one would associate with an app whose sole purpose is to provide financial planning.",0
na_204,"I don't understand why if I search with the simple term as """"planner"""" it does not show up.",0
na_205,"It does not show up with """"financial p;lanner"""" either.",0
na_206,One would hope if I search for a word in the title our app would show up in the search.,0
na_207,"It does if I search for the compete name """"JL Planner"""" It doesn't make much sense to me that if I search for the term """"baseline"""" our program does not show up.",0
na_208,"I know """"retirement"""" is a keyword and is also in our description but if I search with retirement our app does not show up.",0
na_209,"We have the app on all of the other stores using the same description and keywords and our app shows up with most words that have anything to do with financial planning, such as finance, financial, retirement, etc.",0
na_210,I know you cannot speak to other search methodologies but I need to understand why yours is so different.,0
na_211,"We have sold very little apps from your store, maybe none, and yet on the other stores we have sold over a thousand.",0
na_212,On the Apple store for a long time it was in the top 50 financial apps.,0
na_213,I'm pretty sure it is because the user simply cannot find it.,0
na_214,Here is a simple example that I really have a hard time understanding.,0
na_215,"The name of our software is """"J&L Financial Planner.""""",0
na_216,"It shows up in the store as """"JL Planner.""""",0
na_217,"The description has the words """"planner"""", """"Financial Planner"""" and most term one would associate with an app whose sole purpose is to provide financial planning.",0
na_218,"I don't understand why if I search with the simple term as """"planner"""" it does not show up.",0
na_219,"It does not show up with """"financial p;lanner"""" either.",0
na_220,"One would hope if I search for a word in the title our app would show upï¿__ï¿___ more""",0
na_221,"Using Roslyn (as DuoCode does), UWP Applications written in Xaml and C#/VB.NET get transpiled into JavaScript and rendered via HTML5 canvas.""",0
na_222,"The results of which could be hosted anywhere that HTML5/JS can run, notably iOS and Droid platforms.",0
na_223,Or even on a regular ol' website.,0
na_224,A mechanism that operates like PhoneGap/Cordova would have to be implemented so that access to external hardware APIs can be achieved.,0
na_225,"That way, there is truly *ONE* WUP application codebase, and it can truly work *anywhere*.",0
na_226,Native .,0
na_227,"NET for Windows 10, JavaScript """"for everything else.""""",0
na_228,There would be no reason to ever learn another language/platform paradigm.,0
na_229,Microsoft wins.,0
na_230,":) Ironically, this would truly make UWP """"Universal.""""",0
na_231,Please consider this idea!!!,1
na_232,"Companies like CSHTML5 (http://cshtml5.com) and DuoCode (http://duoco.de) are already doing this, but it would be great to see this effort officially adopted into the Microsoft Universal Windows Platform.",1
na_233,"Using Roslyn (as DuoCode does), UWP Applications written in Xaml and C#/VB.NET get transpiled into JavaScript and rendered via HTML5 canvas.",0
na_234,"The results of which could be hosted anywhere that HTML5/JS can run, notably iOS and Droid platforms.",1
na_235,Or even on a regular ol' website.,0
na_236,A mechanism that operates like PhoneGap/Cordova would have to be implemented so that access to external hardware APIs can be achieved.,1
na_237,"That way,ï¿__ï¿___ more""",0
na_238,"Windows Runtime API has presented Frame class, which page caching and navigation logic differs from a corresponding Frame class from Windows Phone Silverlight API set.",0
na_239,"Therefore, I want to request adding of some improvements in WinRT API to bring Frame's behavior closer to it's analog from WP Silverlight.",1
na_240,"More info about the problem can be found here: http://stackoverflow.com/questions/11539755/winrt-frame-and-page-caching-how-to-create-new-page-instance-on-navigate-and http://caliburnmicro.com/announcements/application-state-part-1/ http://caliburnmicro.com/announcements/application-state-part-2/ http://caliburnmicro.com/announcements/application-state-part-3/ https://github.com/Caliburn-Micro/Caliburn.Micro/issues/95""",0
na_241,"Much effort was made in WPF Xaml Serialization to decouple it from the presentation assemblies and moved into its own assemblies, System.Xaml, and System.Windows.Markup.This Xaml System had it's own serialization/deserialization mechanism in XamlServices class.Furthermore, this Xaml system had a very powerful component/concept that is conspicuously absent in WinRT: Markup Extensions.""",0
na_242,"Markup Extensions are found in the following Xaml Systems: - WPF - Silverlight 5 - Xamarin.Forms (notably NOT a Microsoft technology, but recognizes their power nonetheless) This feature is to ask for Xaml serialization featureset parity with WPF/System.",0
na_243,Xaml.,0
na_244,"That means: - Custom Markup Extensions - XamlServices.Load and Save - All default system markup extensions """"{x:Null}, {x:Static}, etc."""" found in WPF/Silverlight5.",0
na_245,- IProvideValueTarget interface - INameScope interface - ... and more!,0
na_249,"Much effort was made in WPF Xaml Serialization to decouple it from the presentation assemblies and moved into its own assemblies, System.Xaml, and System.Windows.Markup.",0
na_250,This Xaml System had it's own serialization/deserialization mechanism in XamlServices class.,0
na_251,"Furthermore, this Xaml system had a very powerful component/concept that is conspicuously absent in WinRT: Markup Extensions.",0
na_252,"Markup Extensions are found in the following Xaml Systems: - WPF - Silverlight 5 - Xamarin.Forms (notably NOT a Microsoft technology, but recognizes their power nonetheless) This feature is to ask for Xaml serialization featureset parity with WPF/System.",0
na_253,Xaml.,0
na_254,"That means: - Custom Markup Extensions - XamlServices.Load and Save ï¿__ï¿___ more""",0
na_255,New+Rising category in Windows Phone store is not updating.,0
na_256,Anyone lese facing the same?,0
na_257,Please vote,0
na_258,"Filtering out the Windows 10 by category shown almost no results.",0
na_259,"These lists are are broken, so there is no actual way to find games you are looking for by category as most are only showing a handful of games per category.""",0
na_260,There are some devs that are making multiple Windows Store accounts to spam the same repackaged apps.,0
na_261,This is unfair to devs and cheapens the Windows Store experience.,0
na_262,For instance the following dev accounts have the same apps spammed under multiple accounts: Maajio Dev Box Team Dopeware Labs Yemba Dev Wamba Dev All of the above accounts are the same developer.,0
na_263,The apps all go to the same facebook page.,0
na_264,I have reported this and nothing has been done about it.,0
na_265,Should I just assume that spamming multiple apps is ok and do the same in order to compete?,0
na_266,Why can't Microsoft shut down all the extraneous accounts?,0
na_267,There are some devs that are making multiple Windows Store accounts to spam the same repackaged apps.,0
na_268,This is unfair to devs and cheapens the Windows Store experience.,0
na_269,For instance the following dev accounts have the same apps spammed under multiple accounts: Maajio Dev Box Team Dopeware Labs Yemba Dev Wamba Dev All of the above accounts are the same developer.,0
na_270,The apps all go to the same facebook page.,0
na_271,I have reported this and nothing has been done about it.,0
na_272,Should I just assume that spamming multiple apps is ok and do the same in order to compete?,0
na_273,Whyï¿__ï¿___ more,0
na_274,"My idea to add a feature of ... ""apps to be given permission by the user to run in background whenever required"" prompting the user that ""enabling an app to run in background may cause battery drainage""...",1
na_275,In Dev Center I can see the downloads for only up to 6 apps at once.,0
na_276,Please allow seeing download numbers for ALL apps in the chart for any given time period.,1
na_277,"Unfortunately, neither the SmartCard class nor the SmartCardProvisioning class (nor any other related class) provides a means of retrieving the friendly name later.""",0
na_278,"A getter for this value should be added.""",0
na_279,"Within Windows Phone 8.0 it was possible to use the Microsoft.Xna.Framework.Media.MediaPlayer to get information (song, album, artist name) about the currently playing songs.",0
na_280,"Pleas bring back the capability to read this information.""",1
na_281,"It appears there is a ""Enter File Name"" even when selecting an existing file using FileSavePicker on UWP mobile.",0
na_282,"It would be especially powerful and useful to be able to access the DOM that is in the currently loaded page of the WebView control and have full control over querying it and even modifying it if necessary.",1
na_284,"Winjs could be modernized, streamlined and simplified as part of the open source project by providing only that functionality not now supported by ES6.""",1
na_285,"Edge Browser, VS 2015 and VS Code already provides support for ES6.",0
na_286,"For older browser that do not fully support ES6, the code could be transpiled into ES5 by babeljs, traceur, etc.""",1
na_287,Add API to full control of Glance Screen,1
na_288,"Right now, we can only inspect the server certificate after a request was done, by using 'RequestMessage.TransportInformation'.",0
na_289,It is possible to install allowed certificates through the Package.appxmanifest file and then checking Exclusive trust.,0
na_290,"But unfortunately, this is application wide, and so all certificates of all services of websites that might be called in the app must be included.""",0
na_291,"However when the Barcode is generated, it will generate this code as image: M1STURM/ANDREAS EZ5E2PU TXLSTRAB 6531 062Y020A0023 33C.""",0
na_293,"_ As you can see, it fails at the position where the """">"""" should be.",0
na_294,"I decoded it using http://zxing.org/w/decode.jspx When I encode """"M1STURM/ANDREAS EZ5E2PU TXLSTRAB 6531 062Y020A0023 33C>5080 B2A N00 """" using http://www.java4less.com/barcodes/AztecCode/php/demo.php I can then enter the encoded image into the above mentioned decoder and it will decode correctly.",0
na_295,This Bug exists in WP 8.1 and 10.,0
na_296,"I have the following entry: <Barcode> <Symbology>AZTEC</Symbology> <Value>M1STURM/ANDREAS EZ5E2PU TXLSTRAB 6531 062Y020A0023 33C>5080 B2A N00 </Value> </Barcode> there you can see the > which is correct XML/HTML encoded version of """">"""".",0
na_297,"However when the Barcode is generated, it will generate this code as image: M1STURM/ANDREAS EZ5E2PU TXLSTRAB 6531 062Y020A0023 33C.",0
na_299,"_ As you can see, it fails at the position where the """">"""" should be.",0
na_300,"I decoded it using http://zxing.org/w/decode.jspx When I encode """"M1STURM/ANDREAS EZ5E2PU TXLSTRAB 6531 062Y020A0023 33C>5080 B2A N00 """" using http://www.java4less.com/barcodes/AztecCode/php/demo.php I can then enter the encoded image into the above mentioned decoder and it will decodeï¿__ï¿___ more""",0
na_301,"Please provide a way to implement AudioGraph nodes for custom Media Foundation MediaSource (input nodes) and MediaSinks (output nodes).",1
na_302,"I ask via chat they give me illogical answer like your app its not on market and its not searchable but only deeplink work !",0
na_303,I Think maybe on purpose from the windows store market worker did'nt want ELECTRONICS CENTER app on top 13 on UNITED STATES shopping category !,0
na_304,"I WANT see ELECTRONICS CENTER APP on market again here is ELECTRONICS CENTER App link : https://www.microsoft.com/store/apps/9wzdncrdq7qp it was top 13 popular on United states shopping category instantly disappear from the market, its not searchable its gone.",0
na_305,I ask via chat they give me illogical answer like your app its not on market and its not searchable but only deeplink work !,0
na_306,"how the quality and useful app can be disappear, gone without any notification ?",0
na_307,I Think maybe on purpose from the windows store market worker did'nt want ELECTRONICS CENTER app on top 13 on UNITED STATES shopping category !,0
na_308,"I WANT see ELECTRONICS CENTER APP on marketï¿__ï¿___ more""",1
na_309,"There is currently no way, how to display in WebView HTTPS web page with invalid certificate, even with user specific opt-in.",0
na_310,The Clipboard content for example a file copied in the Clipbord get lost if the the App is closed but it should be persistent.,1
na_311,Update image control to support animated gifs.,1
na_312,I would like to be able to set the source of an image control to an animated gif and have it start playing in a loop.,1
na_313,"I don't like comparisons, however all the Windows 10 UWP effort is another attempt to get users into the Windows platform right?Well, you're still missing the point .""",0
na_314,"Android has an excellent tutorial for learning the basics and creating an app, even if you're not a Java expert.",0
na_315,Starting a project for a UWP is really hard.,1
na_316,You have to be an expert to bootstrap a project.,0
na_317,There are no templates in VS (like they are in Android Studio).,0
na_318,There is a Github repository but the samples have errors and it is difficult to modify them to suit your needs.,0
na_319,"The Quickstart video on MVA is excellent but, where is the code?",0
na_320,"I personally believe Windows is an excellent platform, just go the extra mile, polish the workflow and make it easier for us developers (non experts) to start a project.",1
na_321,"I don't like comparisons, however all the Windows 10 UWP effort is another attempt to get users into the Windows platform right?",0
na_322,"Well, you're still missing the point .",0
na_323,"Android has an excellent tutorial for learning the basics and creating an app, even if you're not a Java expert.",0
na_324,Starting a project for a UWP is really hard.,0
na_325,You have to be an expert to bootstrap a project.,0
na_326,There are no templates in VS (like they are in Android Studio).,0
na_327,"There is a Github repository but the samples have errors and it is difficult to modify them to suit yourï¿__ï¿___ more""",0
na_328,"My Lumia 920 micro-usb port just broke so I need to deploy via wifi or bluethoot.",0
na_329,"Currently the Windows Phone and Windows Store merge as one, the Windows Dev Center App also need to update.",1
na_330,Remove max limitation on Zoomlevel 1-20.,1
na_331,It would be nice to be able stretch bing maps data a bit more (22-25) and for custom detailed TIleLayers it would be also great.,1
na_332,"It should be possible to deploy a UWP app inside the Edge browser as opposed to the App Store.",1
na_333,"Firstly, deployment in the app store requires rigorous testing etc. from Microsoft when the app users won't even be the general public.",0
na_334,This burns Microsoft time as well as developer time.,0
na_335,"Secondly, we have many versions of the same application deployed to different customers.",0
na_336,This is going to be a nightmare to maintain in the app store.,0
na_337,"In Silverlight, it's maintained merely with different Urls.",0
na_338,"Thirdly, in-store apps are going to create all kinds of nightmares for us in dealing with IT departments that want to lock down app store usage.",0
na_339,It should be possible to deploy a UWP app inside the Edge browser as opposed to the App Store.,1
na_340,In browser apps will need to be sand boxed without elevated trust permissions In-browser deployment was an excellent feature of Silverlight.,1
na_341,"While most organizations will allow in-store apps, it's still going to be very inconvenient to deploy apps through the app store for many reasons.",0
na_342,"Firstly, deployment in the app store requires rigorous testing etc. from Microsoft when the app users won't even be the general public.",0
na_343,This burns Microsoft time as well as developer time.,0
na_344,"Secondly, we have many versionsï¿__ï¿___ more""",0
na_345,Bring back SQL Server Compact in Windows 10 UWP,0
na_346,"I've developed application which targets Windows Phone 8.0.",0
na_347,"Read email access Locally is very important to create professional and amazing apps for UWP apps.",0
na_348,"I developed the app bizview, a Google Analytics client with the same features of Official Google Analytics app in the Android Store.",0
na_350,The previous 5 app are: - old - not updated - with less reviews - low rating How bizview can not be first in all regions?,0
na_351,"This question is not because bizview is my own app, the question is for all developers that works hard.",0
na_352,"Best regards Stefano Montimoregi I developed the app bizview, a Google Analytics client with the same features of Official Google Analytics app in the Android Store.",0
na_353,bizview rating is about 4.5 and has many reviews.,0
na_354,bizview is updated usually adding features.,0
na_355,"The problem is: If I search """"Google Analytics"""" in Windows 10 mobile Store the app is not in the first 5 results.",0
na_356,Why?,0
na_357,The previous 5 app are: - old - not updated - with less reviews - low rating How bizview can not be first in all regions?,0
na_358,"This question is not because bizview is my own app, the question is forï¿__ï¿___ more""",0
na_359,"After changing to fullscreen and back, the position of the window is wrong and not to influence, right?Please create a possibility.""""""",1
na_360,Please bring the DependencyProperty.RegisterReadOnly method in Universal Apps just like in WPF.,1
na_361,"I just wanted to say well done to Microsoft for offering a very good browsing experience on wp8.1 with ie11.With ie11 was able to watch e.g Putlocker videos with no interference such as ads popping up.On a friends Android doing the same thing it kept popping up saying """"""""your phone has a virus"""""""".""",0
na_362,Didn't do this on Firefox or Chrome.,1
na_363,Keep up the good work wp team and Microsoft!,0
na_364,";)""",0
na_365,"In the Windows.Data.PDF API, on implementing PdfDocument.LoadFromFileAsync I receive an unspecified error.After some diagnosis, I found that the issue is caused by the API not handling PDF files encrypted with AES 256 Encryption that the later acrobat versions use.""",0
na_366,"As AES 256 encryption in PDF's is commonplace, the API should be able to support it?""",0
na_367,"I just found that reading the property of System.Comment from a file doesn't work on Windows 10.I used StorageFile.Properties.GetDocumentPropertiesAsync() to read the properties of a file that has Comment, but DocumentProperties.Comment is a empty string.""",0
na_368,"Same problem happens to windows explorer, set a new comment then apply to the file, but when you read again, there's nothing!""",0
na_369,Dovrebbero fare una sveglia che si spegne con la voce,0
na_370,When playing a video using XAML MediaElement the cursor should hide automatically after some seconds.,1
na_371,The same way that control panel does.,0
na_372,"An essential and very beneficial feature, that a background task should be triggered at a fixed time selected by the user.Example, An app, that allows users to select a time i.e; Tomorrow 10,30 AM to do """"""""something"""""""".""",0
na_373,"User can also choose to run """"everyday, every week, etc"""".",0
na_374,"I have some great ideas and working on this since some weeks, and when I tried to implement scheduling I was surprised to see that this is not available on Windows.",0
na_375,"(TimeTrigger won't serve this purpose, as 1) it at least requires 15 minutes slot 2) it has the trigger time between 0-15 and not on exact time.",0
na_376,Working on this request at the earliest would be really appreciated.,0
na_377,"This feature is available on Android (I heard even on iPhone) An essential and very beneficial feature, that a background task should be triggered at a fixed time selected by the user.",0
na_378,"Example, An app, that allows users to select a time i.e; Tomorrow 10,30 AM to do """"something"""".",0
na_379,"User can also choose to run """"everyday, every week, etc"""".",0
na_380,"I have some great ideas and working on this since some weeks, and when I tried to implement scheduling I was surprised to see that this is not available on Windows.",0
na_381,"(TimeTrigger won't serve this purpose, as 1) it at least requires 15 minutes slot 2) it has the trigger time betweenï¿__ï¿___ more""",0
na_382,"APIs do not support the configuration of the window background colour.This means that if, like Groove (Music), an app uses a non-white background a noticable section of white appears when a window is dragged to a new size.""",0
na_383,"As someone who cares about attention to detail and delivering the best possible experience this sloppiness in the API is incredibly annoying.""",0
na_384,"In Windows Phone 8.x, we had a nice photo auto-upload capability that allowed an app creator to tie into the camera and automatically upload each pic that the user took.""",0
na_385,"This was great because it allowed other services to get their apps in the store that magically replicated one's camera roll to the cloud service, and allowed users to have a choice as to what cloud service they would use.",0
na_386,"In Windows 10 UWP, that's completely gone (you can use a Win Ph 8.1 Silverlight app to do it, but that's not UWP at all) We need to bring this functionality over to UWP, especially since the OneDrive space was disastrously cut in October 2015, and now users will want a different free service on to which to upload pics.",1
na_387,"There are workarounds, of course, like creating a timed background app that wakes up and looks at the camera roll for new stuff every so often, but that is a polling approach, which is always much less desirable and power efficient than an event-driven one.",0
na_388,-thanks -e In Windows Phone 8.,0
na_389,"x, we had a nice photo auto-upload capability that allowed an app creator to tie into the camera and automatically upload each pic that the user took.",0
na_390,"This was great because it allowed other services to get their apps in the store that magically replicated one's camera roll to the cloud service, and allowed users to have a choice as to what cloud service they would use.",0
na_391,"In Windows 10 UWP, that's completely gone (you can use a Win Ph 8.1 Silverlight app to do it, but that's not UWP at all) We need to bring thisï¿__ï¿___ more""",0
na_392,"Provision to play a Audio/Video to multiple devices connected in same network or network segment.",0
na_393,"UWP still lags all features of regular ADO to connect to any DB.Using EF6/7 will only provide direct access to SqlLite and not regular DBs.MS shall change EF7 to allow DB connectivity via batch data return like 50/100 return records at a time instead of """"""""SELECT *"""""""" returning entire DB-Table data in one shot.""",1
na_394,"Without this feature definitely not all windows apps will be ported to UWP for the simple reason - """"We don't want to write another AZURE service to handle DB activity"""".""",0
na_395,"Currently Windows OS decides the best Internet connection and uses it automatically (If I have more than one connection like WiFi and Network cable).Need user setting option to override the same and assign one or more app to use specific network connection (WiFi) and others to use other possible network connection (3g/4g).This way the already paid for (3g/4g, WiFi, Network cable, etc.) or for that matter I can take more than one provider's internet with variable speeds at home and connect to one PC and use it optimally/efficiently.""""""",1
na_396,"I'm using Win 10 pro x64 and having problem when saving a 150MB mp4 file from my smart phone to desktop.My PC becomes unresponsive.I could not open task manager nor Start menu even after restarting Windows.It keeps hanging after I login.At the first time, I didn't know to to fix the error so I had to factory reset my PC.""",0
na_397,"LOL, everything was lost.",0
na_398,"For the 2nd time, I used another OS to go to my Win 10 desktop to delete the file.",0
na_399,Then my Windows works fine.,0
na_400,Is there any fix for this problem?,0
na_401,Here is my desktop configuration: - CPU: i7 2600K - Memory: 8G of RAM - Harddisk: 1TB - 100GB for Windows - 900GB for Data I'm using Win 10 pro x64 and having problem when saving a 150MB mp4 file from my smart phone to desktop.,0
na_402,My PC becomes unresponsive.,0
na_403,I could not open task manager nor Start menu even after restarting Windows.,0
na_404,It keeps hanging after I login.,0
na_405,"At the first time, I didn't know to to fix the error so I had to factory reset my PC.",0
na_406,"LOL, everything was lost.",0
na_407,"For the 2nd time, I used another OS to go to my Win 10 desktop to delete the file.",0
na_408,Then my Windows works fine.,0
na_409,Is there any fix for this problem?,0
na_410,"Hereï¿__ï¿___ more""",0
na_411,Add TreeView control to UWP same as in System.Windows.Controls.TreeView,0
na_412,When assigning app licenses in the Windows Store for Business (WSfB) end-users always get notified.,0
na_413,As this can become very annoying I'm missing the option/ability to disable end-user notification when new apps has been assigned.,0
na_414,"Right now, it's unnecessarily hard to change the color of a pressed toggle button.It would be a lot more convenient to have a simple property to set the pressed togglebutton color, similar to how you set the background color of a control.""""""",1
na_415,"MS Edge is not bad however people have different requirements for web browsers.The current WebAPIs are too limited for developers to create a new browser.You should give people more freedom and more APIs to create new browsers.And please don't always use security risk as excuse for not allowing people to create more creative apps than Edge.I'd like to suggest that creating APIs for: 1, Allowing specify proxies in third-party apps.""",1
na_416,"2, More events support for WebView: for example, gesture support 3, Allowing third-party Apps to processing the network input/output, like handling CSS/Javascript files/image files/stream files.",0
na_417,"4, Allowing third-party Apps to manipulate DOM elements.",0
na_418,MS Edge is not bad however people have different requirements for web browsers.,0
na_419,The current WebAPIs are too limited for developers to create a new browser.,0
na_420,You should give people more freedom and more APIs to create new browsers.,1
na_421,And please don't always use security risk as excuse for not allowing people to create more creative apps than Edge.,1
na_422,"I'd like to suggest that creating APIs for: 1, Allowing specify proxies in third-party apps.",1
na_423,"2, More events support for WebView: for example, gesture support 3, Allowing third-party Apps to processing the network input/output, like handling CSS/Javascript files/image files/stream files.",0
na_424,"4,ï¿__ï¿___ more""",0
na_425,"WinDbg is a fundamental and very important tool in developing for Windows.Unfortunately, it is also bug-infested and lacks fundamental features expected from a graphical debugging tool in 2015.""",0
na_426,Examples include: - a (assemble) doesn't supporting 64-bit!,0
na_427,- .,0
na_428,call messes up the stack on x64 with more than 4 parameters - GUI still looks horrible - GUI is single-threaded and blocking on every step.,0
na_429,When it's stuck (*BUSY*) you sometimes can't stop it for several minutes.,0
na_430,"- PDB loading and parsing is still slow, and that's after the fix that took you many months to solve (https://connect.microsoft.com/VisualStudio/feedback/details/1017787/msdia120-dll-handles-zo-pdb-files-extremely-slowly).",0
na_431,- Extensions don't work consistently on various versions/builds of Windows.,0
na_432,etc.,0
na_433,"The solution is open-sourcing WinDbg and related tools (dbghlp, WinDbg extensions, etc.), which will allow the community to fix and improve what the rather small team at Microsoft doesn't manage to.",0
na_434,"Obviously Microsoft will be the lead, and changes such as extensions supporting parsing of new versions of internal OS structures will come from Microsoft, but open-sourcing WinDbg will allow the community fix bugs like the one in .",0
na_435,call without having to wait on Microsoft to do that.,0
na_436,WinDbg is a fundamental and very important tool in developing for Windows.,0
na_437,"Unfortunately, it is also bug-infested and lacks fundamental features expected from a graphical debugging tool in 2015.",0
na_438,Examples include: - a (assemble) doesn't supporting 64-bit!,0
na_439,- .,0
na_440,call messes up the stack on x64 with more than 4 parameters - GUI still looks horrible - GUI is single-threaded and blocking on every step.,0
na_441,When it's stuck (*BUSY*) you sometimes can't stop it for several minutes.,0
na_442,"- PDB loading and parsing is still slow, and that's after the fix that took you many months to solve (https://connect.microsoft.com/VisualStudio/feedback/details/1017787/msdia120-dll-handles-zo-pdb-files-extremely-slowly).",0
na_443,"-ï¿__ï¿___ more""",0
na_444,Add support for VB.NET WithEvents feature.,0
na_445,In contrast to += in C# the AddHandler statement in VB.NET does not create a handler method.,0
na_446,Thus one has to manually dig through MSDN to find the correct signature.,0
na_447,The WithEvents clause in VB.NET allows to add handler methods the VS code designer by selecting the events from a ComboBox at the window top.,0
na_448,Some (all?),0
na_449,UWP classes seem not to support WithEvents.,0
na_450,"The vast majority of the documentation for the APIs is auto-generated descriptions of classes, interfaces and so on.There is practically no documentation on how classes, class clusters and sub-systems should or do work.""",0
na_451,For example with regards to controls there is no real explanation of their behaviour.,0
na_452,A case in point being the ContentDialog which lays itself out differently depending on what the text scaling value is set to.,0
na_453,The more complex an API feature the less likely there'll be useful documentation on how to use it or how it behaves.,0
na_454,"A good is example of this is the RichEditBox and all of its document manipulation capabilities which are undocumented beyond a basic listing of properties, methods &al.",0
na_455,In comparison with iOS the documentation for developing UWP apps is woefully inadequate.,0
na_456,"The vast majority of the documentation for the APIs is auto-generated descriptions of classes, interfaces and so on.",0
na_457,"There is practically no documentation on how classes, class clusters and sub-systems should or do work.",0
na_458,For example with regards to controls there is no real explanation of their behaviour.,0
na_459,A case in point being the ContentDialog which lays itself out differently depending on what the text scaling value is set to.,0
na_460,The more complex an API feature the less likely there'll be useful documentation on how to use it or how it behaves.,0
na_461,"A good is example of this is theï¿__ï¿___ more""",0
na_462,"From WinRT to UWP, my xaml-generated pdf is not rendering the same.See below the template of my button and the two different renderings.Correct in pages and designer but not when printing it to a pdf.Code: http://s3.postimg.org/cttm2rmjn/buttons_code.png In-app (classic page): http://s3.postimg.org/y27ak710j/buttons_ok.png Xaml pdf printing: http://s3.postimg.org/52cw47ieb/buttons_nok_pdf.png Other strange differences did show up as well - especially in Grids - but the example above is the craziest one.Please tell me if you want some details about other mismatches.""""""",0
na_463,"I have released several versions of the app, yet I cannot find ""the number of new users"" or ""the number of existing users who have upgraded to the new app version"" in the DEV center.",0
na_464,"If ""FlowDirection"" value equal to Auto and first character in the text string was type of RTL language Flow Direction set to ""RightToLeft"" and if that was type of LTR language Flow Direction set to ""LeftToRight""",0
na_465,The MapCamera returned by MapControl.ActualCamera has an altitude of 10000 even if it is actually greater than 10000 meters.,0
na_466,Its a problem for my project as I draw on the Map (on a Direct2D overlay) by recreating the ViewProjection matrix of the camera and it is wrong above 10000 meters.,0
na_467,Please fix it...,1
na_468,"It would be nice if Microsoft released Windows Phone 8.1 update 2 for the developer preview, because it would be nice to use the latest version, especially since windows Phone 10 is still unfinished.",1
na_469,With Windows 10 the MediaElement can't play audio in background anymore.,0
na_470,We all have to use BackgroundMediaPlayer if we want the audio to continue even when the app is minimized.,0
na_471,However the BackgroundMediaPlayer doesn't have all the features the MediaElement had.,0
na_472,Please add the support of Audio Effects (e.g. Equalizer etc.) to the BackgroundMediaPlayer API.,1
na_473,Don't let the wonderful Windows 10 UAP be a downgrade on features.,1
na_474,It doesn't even have to support the full range of MFTs.,0
na_475,Just input PCM and output PCM would be enough.,0
na_476,"When you have a text editor, with unsaved changes, the standard behavior is to ask the user what to do before closing.This is not possible on UWP.Please add option to do that on UWP desktop apps.""""""",1
na_477,"week passed after i published my app on Windows mobile store, and the link to the app in the store still isn't working.I also published versions for Android and iOS.Android = 3 hours till link is working.Apple = 16 hours.Windows Store= over a week ?????!!!!!!You have much to improve, microsoft.""",1
na_478,Also the store is much less friendly for developer than the other 2.,0
na_479,"Learn from Android, guys!",0
na_480,"you can make it.""",0
na_481,"I have posted my 1st application on windows store, with 9 keywords.However none of the keywords seems to be working.I believe its a defect.I raised this in dev support but I am asked to add this issue here.Kindly look into the issue.Also would like to mention that I have Matching word in my application name.I was expecting that if people search for Match then also it should work, but unfortunately it seems to be searching whole word.""",0
na_482,"I would expect the store to be capable of searching the partial words also, or may be give an advance search option, where people can tell where the word should be searched.",1
na_483,"For eg in publisher name or in application name, whole word, partial word and so on.",0
na_484,"I have posted my 1st application on windows store, with 9 keywords.",0
na_485,However none of the keywords seems to be working.,0
na_486,I believe its a defect.,0
na_487,I raised this in dev support but I am asked to add this issue here.,0
na_488,Kindly look into the issue.,0
na_489,Also would like to mention that I have Matching word in my application name.,0
na_490,"I was expecting that if people search for Match then also it should work, but unfortunately it seems to be searching whole word.",0
na_491,"I would expect the store to be capable of searching the partial words also, or may beï¿__ï¿___ more""",1
na_492,API notification access for 3rd-party app or add notification access permission for 3rd-party in Windows 10 and W10 mobile,0
na_493,"Trying to call RequestProductPurchaseAsync on CurrentAppSimulator to test in-app purchasing is currently not working on Windows 10 Phone.The call throws and """"""""Access is denied"""""""" Exception.""",0
na_494,"Note: this code works perfectly fine in Windows 10 for PC/Tablet, but is not working in the Phone simulator or actual device running Build 10512""",0
na_495,"FileSavePicker Let the program select the Dlg-Open-Directory between 1) the last saved-directory (the actual implemented action) 2) the directory defined by SuggestedStartLocation 3) the directory defined by last action with FileOpenPicker Usecase for 2: The App knows that it is a totaly new/clear situation and the best option for the Save-Dlg is the 'SuggestedStartLocation' Usecase for 3: User opens file, the Dlg for SaveAs should start in the 'FileOpenPicker-directory'",0
na_496,"scenario: user picks file, app is closed, directory is deleted/renamed, next time: Dlg pickup file: error shown (folder not exist) and shown dir is: windows/system32 expected result should be: -> act directory is defined by SuggestedStartLocation -> or 'old' path but one/some directories up",0
na_497,"scenario: user save a file, app is closed, directory is deleted/renamed, next time: Dlg Save file: error shown (folder not exist) and shown dir is: windows/system32 expected result should be: -> act directory is defined by SuggestedStartLocation -> or 'old' path but one/some directories up -> the errormessage is not nessesary",0
